1163284438021587044, augustry7, 1d10 (4)
1107474069063999638, beachloop, 1d20 (13)
1107473426958004264, beachloop, 1d20 (20)
1107473222137557013, bigboy1234, 1d20 (20)
1107472822252601390, bigboy1234, 1d20 (3)
1107472815428468778, backslashes, 1d20 (4)
1107472810697302076, beachloop, 1d20 (17)
1107471804634775554, bigboy1234, 1d4 (1)
1107471791498215584, bigboy1234, 1d20 (5)
1107471397179101235, bigboy1234, 1d20 (14)|1d4 (4)
1107471337901015194, bigboy1234, 1d20 (10)|1d4 (4)
1107470011024547932, beachloop, 1d4 (1)
1107469983103066193, beachloop, 1d20 (5)
1107469178358734868, bigboy1234, 1d20 (9)|1d4 (2)
1107469173141012492, beachloop, 1d20 (17)
1107468850221568090, beachloop, 1d20 (18)|1d4 (2)
1107468676820652063, beachloop, 1d20 (18)
1107468143938506853, bigboy1234, 2d20 (4, 10)
1107468038351110185, bigboy1234, 1d20 (9)|1d4 (1)
1107467745479622677, bigboy1234, 1d20 (5)|1d4 (1)
1107466831242993664, backslashes, 1d20 (1)
1107466616758861926, backslashes, 1d20 (9)
1107465983821619202, bigboy1234, 1d20 (9)|1d4 (2)
1107465977542758460, backslashes, 1d20 (4)
1107465794746601494, backslashes, 1d20 (17)
1107465786450251866, bigboy1234, 1d20 (11)|1d4 (1)
1107465387395788921, augustry7, 1d20 (19)
1107465194285842432, backslashes, 3d10 (4, 3, 2)
1107465128854700052, backslashes, 1d20 (8)
1107464958767280238, quinjara, 3d8 (1, 2, 2)
1107464894309224468, quinjara, 3d20 (9, 17, 11)
1107464573516255253, bigboy1234, 1d20 (2)
1107464378783121440, beachloop, 1d8 (7)|5d6 (4, 3, 6, 1, 2)|1d8 (8)
1107464338488447117, beachloop, 3d20 (16, 11, 10)
1107464318565502987, backslashes, 1d20 (4)
1107463288427642932, beachloop, 2d20 (4, 4)
1107463156839759922, bigboy1234, 2d20 (9, 5)
1107462913976979507, beachloop, 1d20 (7)
1107462793063575673, beachloop, 1d8 (3)|5d6 (1, 1, 3, 6, 2)|1d8 (8)
1107462655972749385, beachloop, 2d20 (18, 19)
1107462328976416788, augustry7, 1d8 (1)|2d6 (6, 6)
1107462302409707592, augustry7, 1d20 (16)
1107462111283642489, augustry7, 1d8 (3)|2d6 (5, 3)
1107461785826623518, augustry7, 2d20 (20, 6)
1107461034643566643, quinjara, 1d8 (8)
1107460897301086350, quinjara, 2d20 (2, 13)
1107460847510507541, quinjara, 2d10 (4, 10)
1107459947479978015, quinjara, 1d20 (17)
1107459705296654377, backslashes, 3d10 (5, 7, 1)
1107459319018033264, backslashes, 1d20 (5)
1107458481432313938, bigboy1234, 3d6 (3, 5, 6)
1107458455519891496, bigboy1234, 1d20 (16)
1107457459834081300, augustry7, 1d8 (1)|2d6 (5, 5)
1107457429383426070, augustry7, 1d20 (6)
1107457345199550614, augustry7, 1d8 (8)|2d6 (1, 4)
1107457285510414366, augustry7, 1d20 (17)
1107457222621007894, augustry7, 1d20 (3)
1107456266994974750, quinjara, 2d8 (7, 8)
1107456150250729532, quinjara, 3d20 (15, 6, 5)
1107455598469062696, backslashes, 1d4 (4)
1107455504227258499, quinjara, 1d20 (13)
1107455491275239585, backslashes, 1d20 (16)
1107454185672278036, bigboy1234, 1d20 (1)
1107454184640495616, backslashes, 2d20 (15, 6)
1107454175199117373, augustry7, 1d20 (10)
1107454151971061770, georgie0, 1d20 (4)
1107454103195492415, beachloop, 1d20 (1)
1107454011130527824, georgie0, 1d20 (1)
1107453957850288149, beachloop, 1d20 (12)
1107453373067821086, beachloop, 1d20 (2)
1107453331632304228, beachloop, 1d20 (4)
1107452972310462514, bigboy1234, 1d20 (6)|1d4 (3)
1107452676360380526, beachloop, 1d2 (2)
1107452626850807858, georgie0, 1d20 (10)
1107452577559367783, beachloop, 2d20 (12, 6)
1107450258419634216, augustry7, 1d20 (15)
1107449108127559750, backslashes, 1d20 (7)
1107448320193999030, beachloop, 1d20 (4)|1d4 (2)
1107446847859064854, beachloop, 1d20 (9)
1104945824707903588, quinjara, 1d8 (7)
1104945672974770286, quinjara, 1d20 (12)
1104945542099906600, quinjara, 2d20 (6, 3)
1104945233357189120, quinjara, 2d20 (20, 11)
1104944539694796901, backslashes, 2d20 (11, 6)
1104944527652954213, quinjara, 1d20 (18)
1104944519885099108, beachloop, 1d20 (6)
1104944509172850708, georgie0, 1d20 (4)
1104944504424906852, augustry7, 1d20 (19)
1104943850897805402, quinjara, 2d20 (13, 4)
1104943679648575489, georgie0, 1d20 (16)
1104943661852131418, augustry7, 2d20 (6, 4)
1104943645523726367, backslashes, 1d20 (8)
1104943607410069595, beachloop, 2d20 (16, 18)
1104942222362812446, beachloop, 2d20 (16, 1)
1104941797886664724, beachloop, 1d20 (1)
1104941636259156038, beachloop, 2d20 (6, 3)
1104940948431044638, augustry7, 2d20 (5, 3)
1104940591537721375, augustry7, 1d20 (4)
1104938735134584852, augustry7, 1d20 (20)
1104936161903902770, georgie0, 1d20 (4)
1104923638987247708, beachloop, 2d20 (9, 12)
1104920947477196820, beachloop, 1d20 (1)
1104919924180262952, bigboy1234, 3d4 (3, 3, 3)
1104919323774034042, waste_material, 0d6 (6, 6, 3, 5, 6, 3, 4, 2, 5, 3)
1104919251204182107, georgie0, 1d20 (9)
1104918387395666030, backslashes, 1d20 (17)|1d4 (1)
1104917521926209547, backslashes, 1d20 (13)
1104916989656445059, backslashes, 1d4 (1)
1104916965660823574, backslashes, 1d20 (15)
1104916880097017927, backslashes, 1d20 (6)
1104915658698932407, backslashes, 0d6 (3, 5, 5, 5, 3, 1, 4, 1, 2, 3)
1104915482219393104, bigboy1234, 6d6 (2, 5, 4, 1, 2, 2)
1102407084802326528, beachloop, 1d20 (19)
1102406884796932147, beachloop, 2d20 (6, 20)
1102406794019602442, beachloop, 1d20 (14)
1102406073018748959, Magic, 2d20 (2, 2)
1102405883994054656, Magic, 1d20 (16)
1102402188963233872, beachloop, 1d20 (14)
1102401949262958644, beachloop, 2d20 (16, 8)
1102401034703356054, Magic, 1d20 (7)
1102400952172027957, Magic, 1d20 (16)
1102400444032094249, acloudyskye, 1d6 (4)
1102400375283269672, acloudyskye, 1d20 (17)
1102400301748715600, acloudyskye, 1d6 (1)
1102399853268570142, Magic, 1d6 (2)
1102399830686437396, Magic, 1d20 (16)
1102398831066357870, quinjara, 2d10 (8, 9)
1102398788330586112, quinjara, 1d20 (10)
1102398586207088680, acloudyskye, 2d6 (1, 3)
1102398520633348317, acloudyskye, 1d20 (4)
1102398006344564777, Magic, 2d10 (5, 10)
1102397342252015778, beachloop, 2d8 (5, 8)
1102397285591158814, beachloop, 2d20 (4, 8)
1102397283267522590, beachloop, 2d20 (7, 6)
1102397198316093550, beachloop, 1d8 (7)
1102397178850316318, beachloop, 2d20 (9, 12)
1102397143106465823, beachloop, 1d8 (8)
1102397118167130153, beachloop, 2d20 (14, 13)
1102396902852546570, quinjara, 3d6 (4, 5, 2)
1102396827468316712, beachloop, 1d20 (7)
1102396519845466252, quinjara, 1d10 (10)
1102396418234253382, quinjara, 1d20 (20)
1102395926494052403, acloudyskye, 2d6 (4, 3)
1102394702566793318, Magic, 2d10 (5, 2)
1102393678468751410, beachloop, 4d8 (6, 4, 2, 4)
1102393633262551211, beachloop, 3d20 (20, 1, 6)
1102393627222736948, beachloop, 3d20 (8, 17, 15)
1102393620306346116, beachloop, 3d20 (12, 18, 6)
1102393602077900870, beachloop, 3d20 (19, 2, 11)
1102393286842384454, quinjara, 2d10 (8, 10)
1102393136594030672, quinjara, 1d20 (20)
1102392383695507546, acloudyskye, 2d6 (1, 6)
1102391507517980732, quinjara, 4d6 (5, 5, 2, 5)
1102390640802791464, Magic, 3d10 (4, 2, 2)
1102390205077536808, beachloop, 4d8 (7, 2, 5, 5)
1102390128586002452, beachloop, 3d20 (19, 17, 6)
1102390126132342854, beachloop, 3d20 (8, 3, 9)
1102390124156833923, beachloop, 3d20 (17, 11, 1)
1102390121900298290, beachloop, 3d20 (9, 3, 20)
1102389645033091123, waste_material, 0d8 (4, 4, 2, 6, 5, 4, 7, 1, 5, 4)
1102389609557655592, Magic, 1d20 (3)
1102388179375509584, beachloop, 3d8 (5, 8, 5)
1102388135016546385, beachloop, 2d20 (1, 3)
1102388099088125952, beachloop, 2d20 (2, 13)
1102388073444155442, beachloop, 2d20 (1, 13)
1102388069509906442, beachloop, 2d20 (18, 14)
1102387748796637214, quinjara, 2d6 (4, 2)
1102387681062817792, quinjara, 1d10 (5)
1102387630668263515, quinjara, 1d20 (15)
1102387561466445875, quinjara, 1d20 (8)
1102387307090300929, beachloop, 1d20 (16)
1102386734093832295, quinjara, 1d20 (13)
1102386700644274257, acloudyskye, 1d20 (2)
1102386685095981137, Magic, 1d20 (8)
1102386638576943274, beachloop, 1d20 (11)
1102385202006851624, acloudyskye, 1d20 (15)
1102385167114440835, acloudyskye, 1d29 (20)
1102384882136649858, Magic, 1d20 (2)
1102383681806549123, quinjara, 1d4 (1)
1102383422145560576, quinjara, 4d6 (6, 3, 5, 3)
1102382912126586940, Magic, 1d20 (10)
1102382571289059350, acloudyskye, 2d6 (2, 2)
1102381173407223888, quinjara, 2d12 (2, 2)
1102380786264584263, Magic, 1d20 (20)
1102380297602998283, acloudyskye, 2d12 (9, 4)
1102379678125264948, beachloop, 3d20 (5, 5, 3)
1102379634840051772, beachloop, 1d12 (3)
1102379537720950856, beachloop, 3d20 (9, 20, 12)
1102379270132727878, quinjara, 2d12 (7, 9)
1102378952762327040, Magic, 2d6 (2, 3)
1102378847103615106, Magic, 3d20 (14, 11, 7)
1102378049435074602, beachloop, 1d12 (11)
1102378006405709974, acloudyskye, 1d6 (1)
1102377931600314478, acloudyskye, 1d20 (15)|1d6 (5)
1102377185744011315, beachloop, 2d12 (1, 7)
1102377055678648430, beachloop, 3d20 (20, 7, 15)
1102377027119620176, beachloop, 3d20 (15, 2, 1)
1102376820898287636, quinjara, 2d6 (2, 4)
1102376466991304785, quinjara, 2d10 (10, 2)
1102376421051093112, quinjara, 1d20 (15)
1102375856661340181, Magic, 2d20 (5, 5)
1102375757554131004, Magic, 2d6 (3, 1)
1102374154365325312, beachloop, 1d12 (4)
1102374132043219015, beachloop, 2d20 (1, 19)
1102374099080183908, beachloop, 1d12 (5)
1102374053848821801, beachloop, 2d20 (6, 8)
1102373874391318528, quinjara, 2d6 (1, 1)
1102373620430409799, quinjara, 1d20 (5)
1102373473336184894, quinjara, 1d4 (4)
1102372565483262094, acloudyskye, 1d20 (2)
1102371901369761964, quinjara, 1d20 (11)
1102371809078300682, acloudyskye, 1d20 (14)
1102371796117897399, Magic, 1d20 (20)
1102371719911587931, beachloop, 1d20 (12)
1102371154016096286, Magic, 2d20 (14, 13)
1102370557967749120, acloudyskye, 2d20 (3, 13)
1102370403638321232, beachloop, 2d20 (5, 18)
1102370375586807941, quinjara, 1d20 (13)
1102369670008414289, waste_material, 1d10 (9)
1099886161830350878, bigboy1234, 1d20 (5)|1d4 (4)
1099885301683454053, waste_material, 1d20 (7)
1099885171643265144, waste_material, 1d20 (14)
1099885147395997797, backslashes, 9d6 (4, 3, 5, 1, 3, 5, 4, 1, 5, 3, 3, 2, 6, 2, 3, 1, 1, 1, 4, 1, 6, 5, 6, 6, 5, 1, 5, 1, 5, 3, 3, 4, 1, 5, 4, 4, 5, 3, 6)|1d5 (1)
1099884691487735849, waste_material, 1d100 (86)
1099883010817540229, beachloop, 2d20 (7, 5)|1d4 (4)
1099876235544375337, bigboy1234, 1d20 (2)
1099876226191081615, beachloop, 1d20 (7)
1099873892044132452, beachloop, 1d20 (13)
1099871361108824237, bigboy1234, 1d20 (20)
1099870837546418277, backslashes, 1d20 (16)
1099867872634880113, bigboy1234, 1d20 (9)
1099858875777294417, bigboy1234, 1d4 (1)
1099858858140246096, bigboy1234, 1d20 (14)
1099853057262628864, bigboy1234, 1d20 (12)|1d4 (3)
1099851928416038992, backslashes, 1d20 (16)
1097340038771134666, backslashes, 1d20 (20)
1097337919569662173, beachloop, 1d20 (1)
1097334101582815383, beachloop, 2d8 (6, 2)
1097332458422280243, quinjara, 1d8 (2)
1097332445797429431, augustry7, 1d10 (5)
1097332322401013923, backslashes, 7d6 (6, 6, 4, 4, 4, 3, 6)
1097332184563580938, quinjara, 5d8 (5, 7, 4, 2, 8)
1097332128267644978, augustry7, 3d10 (6, 1, 8)
1097332099222089849, bigboy1234, 1d8 (4)
1097332029219156058, bigboy1234, 3d8 (1, 2, 3)
1097331995085910087, bigboy1234, 3d8 (1, 3, 1)
1097331942409646160, bigboy1234, 3d8 (2, 6, 7)
1097331881629990932, georgie0, 5d6 (5, 1, 5, 5, 4)
1097331870582177793, bigboy1234, 3d8 (7, 4, 4)
1097331323854667957, backslashes, 1d20 (19)
1097331219005448223, backslashes, 1d20 (12)
1097324554214449294, bigboy1234, 1d20 (17)
1097324540356481074, backslashes, 1d20 (15)
1097321053090480128, backslashes, 1d20 (2)
1097320808256393266, backslashes, 1d20 (5)
1097320629205745714, bigboy1234, 4d4 (1, 1, 2, 2)
1097320491691286528, georgie0, 1d20 (10)
1097320361063890954, bigboy1234, 3d6 (4, 6, 2)
1097320262367727749, bigboy1234, 1d20 (19)
1097319922381623449, augustry7, 1d8 (4)|2d6 (5, 6)
1097319890060320899, augustry7, 1d8 (2)|2d6 (2, 5)
1097319803494072350, augustry7, 2d20 (10, 5)
1097319766202531941, augustry7, 2d20 (18, 11)
1097319712397996052, augustry7, 2d20 (15, 11)
1097319274164523131, quinjara, 2d8 (7, 3)
1097319204518105088, quinjara, 4d20 (8, 19, 18, 3)
1097319025681371278, georgie0, 1d20 (7)
1097318858387361953, georgie0, 1d20 (6)
1097318726900129822, quinjara, 1d8 (7)
1097318668364435556, quinjara, 1d20 (20)
1097318601284911227, quinjara, 1d20 (14)
1097318426806063184, georgie0, 1d20 (2)
1097318335764504757, georgie0, 2d8 (8, 2)|3d6 (2, 5, 1)
1097318213739622430, georgie0, 2d20 (1, 16)
1097317846645751869, beachloop, 1d8 (4)|5d6 (2, 4, 2, 4, 3)
1097317805583519784, beachloop, 1d20 (17)
1097317780363161761, beachloop, 1d20 (1)
1097317561856700436, backslashes, 1d4 (2)
1097316869184172073, georgie0, 1d20 (4)
1097316739919917186, bigboy1234, 4d12 (4, 10, 5, 12)
1097316012061364224, georgie0, 1d10 (4)
1097315640404099114, bigboy1234, 2d20 (11, 4)
1097314969365778492, quinjara, 1d8 (8)
1097314888457658398, quinjara, 2d20 (11, 10)
1097314678004273162, quinjara, 1d20 (6)
1097314669665988608, georgie0, 1d20 (15)
1097314617983783082, bigboy1234, 1d20 (1)
1097314342845829231, quinjara, 1d8 (3)
1097314282544320542, quinjara, 1d20 (2)
1097313859309686814, quinjara, 3d20 (13, 1, 10)
1097313537921138808, georgie0, 1d20 (2)
1097313398137561179, georgie0, 2d8 (7, 3)|2d6 (3, 5)
1097313320865902682, georgie0, 1d20 (4)
1097313238938558564, georgie0, 1d20 (11)
1097312521855180840, beachloop, 7d6 (1, 2, 3, 4, 6, 2, 6)
1097312433078534195, beachloop, 1d20 (11)
1097311995457450074, backslashes, 8d6 (5, 5, 5, 2, 5, 5, 5, 4)
1097310421037367296, bigboy1234, 1d20 (1)
1097310414792036362, backslashes, 2d20 (20, 15)
1097310399122120766, augustry7, 1d20 (3)
1097310298794377236, backslashes, 1d20 (8)
1097310092552048710, backslashes, 1d20 (15)
1097309994325647430, beachloop, 1d20 (12)
1097309971181481984, georgie0, 1d20 (11)
1097309965166854226, quinjara, 1d20 (5)
1097307726914265190, beachloop, 1d20 (10)|1d4 (4)
1097307507464077392, georgie0, 1d20 (10)
1097307135265734696, quinjara, 1d20 (13)
1097306815378759751, beachloop, 1d20 (8)
1097306719165624370, augustry7, 1d20 (19)
1097306663360413756, quinjara, 1d20 (3)
1097306657232527390, bigboy1234, 1d20 (16)
1097306644507000902, georgie0, 1d20 (15)
1097306633748627548, beachloop, 1d20 (4)
1097305235598364765, backslashes, 1d20 (9)
1097304222606835732, beachloop, 1d20 (10)|1d4 (2)
1097303354029396118, augustry7, 2d20 (3, 9)
1097301892993912872, bigboy1234, 1d20 (16)
1097301707748282428, georgie0, 1d20 (14)
1097301660180688917, bigboy1234, 4d10 (7, 5, 9, 7)
1097301613212860466, bigboy1234, 1d20 (11)
1097301407255773204, georgie0, 4d10 (7, 1, 4, 2)
1097301191857279186, georgie0, 1d20 (2)
1097300922557804575, bigboy1234, 4d10 (6, 8, 7, 10)
1097300606709944330, bigboy1234, 1d20 (2)
1097299706088005632, georgie0, 1d20 (8)
1092253145054326905, beachloop, 1d20 (20)
1092252660947767306, beachloop, 1d20 (15)
1092251925744996432, georgie0, 1d20 (13)
1092251905922695170, georgie0, 1d20 (12)
1092251412647378944, beachloop, 2d6 (3, 3)
1092251347778285730, beachloop, 1d20 (3)
1092250825117675641, beachloop, 1d20 (9)
1092250550650810420, georgie0, 2d6 (5, 5)
1092250398783451206, georgie0, 2d20 (11, 5)
1092250126761865296, beachloop, 1d8 (2)
1092250123096047677, georgie0, 1d8 (6)
1092250095019380787, beachloop, 1d20 (16)
1092249218036543578, waste_material, 1d20 (10)
1092249173665001614, quinjara, 1d20 (10)
1092249147085701121, quinjara, 1d20 (12)
1092249134381137940, georgie0, 2d20 (13, 10)
1092249120896462988, beachloop, 1d20 (6)
1092247503434424331, georgie0, 2d6 (4, 6)
1092247474539872356, georgie0, 2d6 (2, 5)
1092247382852374558, georgie0, 2d20 (9, 3)
1092247343669198918, georgie0, 2d20 (15, 5)
1092247051091316838, quinjara, 1d20 (5)
1092246943046053958, waste_material, 1d4 (1)
1092246858514043021, quinjara, 2d8 (3, 1)
1092246823260913745, quinjara, 1d20 (6)
1092246799365976215, quinjara, 1d20 (13)
1092246588467978240, beachloop, 2d20 (7, 5)
1092246530418823280, beachloop, 3d8 (4, 5, 1)
1092246488966516897, beachloop, 2d20 (12, 19)
1092246340723036300, quinjara, 2d6 (3, 1)
1092246271345041528, quinjara, 3d20 (2, 3, 13)
1092246072744738930, georgie0, 1d20 (15)
1092245726442049546, georgie0, 1d20 (4)
1092245660021047366, waste_material, 1d4 (2)
